18/1/2020 11:15:34 pm,Table,3
18/1/2020 11:15:35 pm,Table,3
18/1/2020 11:15:36 pm,Table,3
18/1/2020 11:15:37 pm,Table,3
18/1/2020 11:15:38 pm,Table,3
18/1/2020 11:15:39 pm,Table,3
18/1/2020 11:15:40 pm,Table,3
18/1/2020 11:15:41 pm,Table,3
18/1/2020 11:15:42 pm,Table,3
18/1/2020 11:15:43 pm,Table,3
18/1/2020 11:15:44 pm,Face,1
18/1/2020 11:15:45 pm,Face,1
18/1/2020 11:15:46 pm,Face,1
18/1/2020 11:15:47 pm,Face,1
18/1/2020 11:15:48 pm,Face,1
18/1/2020 11:15:49 pm,Face,1
18/1/2020 11:15:50 pm,Face,1
18/1/2020 11:15:51 pm,Face,1
18/1/2020 11:15:52 pm,Face,1
18/1/2020 11:15:53 pm,Face,1
18/1/2020 11:15:54 pm,Face,1
18/1/2020 11:15:55 pm,Face,1
19/1/2020 3:51:08 am,Table,3
19/1/2020 3:51:09 am,Table,3
19/1/2020 3:51:10 am,Table,3
19/1/2020 3:51:11 am,Table,3
19/1/2020 3:51:12 am,Table,3
19/1/2020 3:51:13 am,Table,3
19/1/2020 3:51:14 am,Table,3
19/1/2020 3:51:15 am,Table,3
19/1/2020 3:51:16 am,Face,1
19/1/2020 3:51:17 am,Face,1
19/1/2020 3:51:18 am,Face,1
19/1/2020 3:51:19 am,Face,1
19/1/2020 3:51:20 am,Face,1
19/1/2020 3:51:21 am,Face,1
19/1/2020 3:51:22 am,Face,1
19/1/2020 3:51:23 am,Face,1
19/1/2020 3:51:24 am,Face,1
19/1/2020 3:51:25 am,Face,1
19/1/2020 3:51:26 am,Face,1
19/1/2020 3:51:27 am,Face,1
19/1/2020 3:51:28 am,Face,1
19/1/2020 4:08:16 am,Car,5
19/1/2020 4:08:17 am,Car,5
19/1/2020 4:08:18 am,Car,5
19/1/2020 4:08:19 am,Car,5
19/1/2020 4:08:20 am,Calculator,6
19/1/2020 4:08:21 am,Calculator,6
19/1/2020 4:08:22 am,Person,7
19/1/2020 4:08:23 am,Person,7
19/1/2020 4:08:24 am,Person,7
19/1/2020 4:08:25 am,Car,5
19/1/2020 4:08:26 am,Table,3
19/1/2020 4:08:27 am,Car,5
19/1/2020 4:08:28 am,Car,5
19/1/2020 4:08:29 am,Car,5
19/1/2020 4:08:30 am,Car,5
19/1/2020 4:08:31 am,Car,5
19/1/2020 4:08:32 am,Car,5
19/1/2020 4:08:33 am,Car,5
19/1/2020 4:08:34 am,Car,5
19/1/2020 4:08:35 am,Car,5
19/1/2020 4:08:36 am,Book,2
19/1/2020 4:08:37 am,Book,2
19/1/2020 4:08:38 am,Book,2
19/1/2020 4:08:39 am,Book,2
19/1/2020 4:08:40 am,Table,3
19/1/2020 4:08:41 am,Table,3
19/1/2020 4:08:42 am,Table,3
19/1/2020 4:08:43 am,Table,3
19/1/2020 4:10:37 am,Computer,4
19/1/2020 4:10:38 am,Computer,4
19/1/2020 4:10:39 am,Computer,4
19/1/2020 4:10:40 am,Computer,4
19/1/2020 4:10:41 am,Computer,4
19/1/2020 4:10:42 am,Computer,4
19/1/2020 4:10:43 am,Computer,4
19/1/2020 4:10:44 am,Computer,4
19/1/2020 4:10:45 am,Computer,4
19/1/2020 4:10:46 am,Computer,4
19/1/2020 4:10:47 am,Computer,4
19/1/2020 4:10:48 am,Computer,4
19/1/2020 4:10:49 am,Computer,4
19/1/2020 4:10:50 am,Computer,4
19/1/2020 4:10:51 am,Computer,4
19/1/2020 4:10:52 am,Computer,4
19/1/2020 4:10:53 am,Computer,4
19/1/2020 4:10:54 am,Computer,4
19/1/2020 4:10:55 am,Computer,4
19/1/2020 4:10:56 am,Computer,4
19/1/2020 4:10:57 am,Computer,4
19/1/2020 4:10:58 am,Computer,4
19/1/2020 4:10:59 am,Computer,4
19/1/2020 4:11:00 am,Computer,4
19/1/2020 4:11:01 am,Computer,4
19/1/2020 4:11:02 am,Computer,4
19/1/2020 4:11:03 am,Computer,4
19/1/2020 4:11:04 am,Computer,4
19/1/2020 4:11:05 am,Computer,4
19/1/2020 4:11:06 am,Computer,4
19/1/2020 4:11:07 am,Computer,4
19/1/2020 4:11:08 am,Computer,4
19/1/2020 4:11:09 am,Computer,4
19/1/2020 4:11:10 am,Computer,4
19/1/2020 4:11:11 am,Computer,4
19/1/2020 4:11:12 am,Computer,4
19/1/2020 4:11:13 am,Computer,4
19/1/2020 4:11:14 am,Computer,4
19/1/2020 4:11:15 am,Computer,4
19/1/2020 4:11:16 am,Computer,4
19/1/2020 4:11:17 am,Computer,4
19/1/2020 4:11:18 am,Computer,4
19/1/2020 4:11:19 am,Computer,4
19/1/2020 4:11:20 am,Computer,4
19/1/2020 4:11:21 am,Car,5
19/1/2020 4:11:22 am,Car,5
19/1/2020 4:11:23 am,Car,5
19/1/2020 4:11:24 am,Car,5
19/1/2020 4:11:25 am,Calculator,6
19/1/2020 4:11:26 am,Calculator,6
19/1/2020 4:11:27 am,Book,2
19/1/2020 4:11:28 am,Book,2
19/1/2020 4:11:29 am,Computer,4
19/1/2020 4:11:30 am,Computer,4
19/1/2020 4:11:31 am,Computer,4
19/1/2020 4:11:32 am,Computer,4
19/1/2020 4:11:33 am,Computer,4
19/1/2020 4:11:34 am,Computer,4
19/1/2020 4:11:35 am,Computer,4
19/1/2020 4:11:36 am,Computer,4
